0.1,2.0,1.0,2.0,Exact,svm-linear,0.0,1.0,,0.0,1.0
0.1,2.0,1.0,2.0,Exact,svm-linear,0.0,1.0,,0.0,1.0
0.1,2.0,1.0,2.0,AIF,svm-linear,0.0,1.0,0.01376485824584961,,
0.1,2.0,1.0,2.0,Exact,svm-linear,0.0,1.0,,0.0,1.0
0.1,2.0,1.0,2.0,AIF,svm-linear,0.0,1.0,0.02321910858154297,,
0.1,2.0,1.0,2.0,VeriFair,svm-linear,0.0,,0.33734607696533203,,
0.1,2.0,1.0,2.0,Exact,lr,6.935052532270849e-11,0.9999999999264932,,6.935052532242025e-11,0.9999999999958438
0.1,2.0,1.0,2.0,AIF,lr,0.0,1.0,0.018426179885864258,,
0.1,2.0,1.0,2.0,VeriFair,lr,0.02247191011235955,,0.3167459964752197,,
0.1,2.0,1.0,2.0,AIF,dt,0.02044989775051125,0.958,0.01222991943359375,,
0.1,2.0,1.0,2.0,VeriFair,dt,0.34718100890207715,,0.3541717529296875,,
0.1,2.0,1.0,2.0,AIF,dt,0.02044989775051125,0.958,0.019429922103881836,,
0.1,2.0,1.0,2.0,VeriFair,dt,0.3548387096774193,,0.5129308700561523,,
0.1,2.0,1.0,2.0,AIF,dt,0.02044989775051125,0.958,0.013499975204467773,,
0.1,2.0,1.0,2.0,VeriFair,dt,0.326530612244898,,0.38129281997680664,,
0.1,2.0,1.0,2.0,Learn-dependency-not-apply,dt,1.0,0.0,0.27927327156066895,0.499,0.499
0.1,2.0,1.0,2.0,Learn-dependency-apply,dt,0.020449897750511266,0.958,0.2426769733428955,0.020000000000000018,0.978
0.1,2.0,1.0,2.0,AIF,dt,0.02044989775051125,0.958,0.015538930892944336,,
0.1,2.0,1.0,2.0,VeriFair,dt,0.34905660377358494,,0.3977639675140381,,
0.1,2.0,1.0,2.0,Learn-dependency-not-apply,dt,1.0,0.0,0.18499517440795898,0.499,0.499
0.1,2.0,1.0,2.0,Learn-dependency-apply,dt,0.020449897750511266,0.958,0.20182013511657715,0.020000000000000018,0.978
0.1,2.0,1.0,2.0,AIF,dt,0.02044989775051125,0.958,0.015848875045776367,,
0.1,2.0,1.0,2.0,VeriFair,dt,0.37534246575342467,,0.3558821678161621,,
0.1,2.0,1.0,2.0,Learn-dependency-not-apply,dt,1.0,0.0,0.18540096282958984,0.499,0.499
0.1,2.0,1.0,2.0,Learn-dependency-apply,dt,0.020449897750511266,0.958,0.2162001132965088,0.020000000000000018,0.978
0.1,2.0,1.0,2.0,AIF,dt,0.02044989775051125,0.958,0.02492213249206543,,
0.1,2.0,1.0,2.0,Learn-dependency-not-apply,dt,1.0,0.0,0.19369769096374512,0.499,0.499
0.1,2.0,1.0,2.0,Learn-dependency-apply,dt,0.020449897750511266,0.958,0.21288084983825684,0.020000000000000018,0.978
0.1,2.0,1.0,2.0,AIF,dt,0.02044989775051125,0.958,0.01516580581665039,,
0.1,2.0,1.0,2.0,FairSquare,dt,0.30853499447626376,,14.133055925369263,,
0.1,2.0,1.0,2.0,VeriFair,dt,0.355421686746988,,0.3410451412200928,,
